date,platform,service,team,user,cost_usd,credits,dbus,tokens_in,tokens_out
2026-06-18,snowflake,COMPUTE_WH,analytics,a.sharma,213.3,71.1,0.0,0,0
2026-06-18,snowflake,DEV_WH,data-platform,r.kim,106.23,35.41,0.0,0,0
2026-06-18,snowflake,INGEST_WH,data-platform,m.okafor,71.1,23.7,0.0,0,0
2026-06-19,ai,claude-3-5-sonnet,ai-apps,j.chen,21.54,0.0,0.0,1184433,129547
2026-06-19,ai,gpt-4o,ai-apps,l.garcia,32.23,0.0,0.0,564254,374727
2026-06-19,ai,gpt-4o-mini,ai-apps,a.sharma,6.47,0.0,0.0,1565335,271743
2026-06-19,databricks,etl-cluster,data-platform,a.sharma,110.72,0.0,201.3,0,0
2026-06-19,databricks,ml-cluster,ml-platform,a.sharma,161.84,0.0,294.3,0,0
2026-06-19,snowflake,ANALYTICS_WH,analytics,j.chen,152.64,50.88,0.0,0,0
2026-06-19,snowflake,COMPUTE_WH,analytics,m.okafor,206.44,68.81,0.0,0,0
2026-06-19,snowflake,DEV_WH,data-platform,l.garcia,104.22,34.74,0.0,0,0
2026-06-19,snowflake,INGEST_WH,data-platform,j.chen,71.6,23.87,0.0,0,0
2026-06-20,ai,claude-3-5-sonnet,ai-apps,l.garcia,9.19,0.0,0.0,507067,184996
2026-06-20,ai,gpt-4o,ai-apps,j.chen,14.61,0.0,0.0,1419865,96531
2026-06-20,ai,gpt-4o-mini,ai-apps,r.kim,3.22,0.0,0.0,1004668,206091
2026-06-20,databricks,etl-cluster,data-platform,m.okafor,52.94,0.0,96.3,0,0
2026-06-20,databricks,ml-cluster,ml-platform,j.chen,83.28,0.0,151.4,0,0
2026-06-20,snowflake,ANALYTICS_WH,analytics,a.sharma,66.09,22.03,0.0,0,0
2026-06-20,snowflake,COMPUTE_WH,analytics,l.garcia,103.17,34.39,0.0,0,0
2026-06-20,snowflake,DEV_WH,data-platform,l.garcia,36.41,12.14,0.0,0,0
2026-06-20,snowflake,INGEST_WH,data-platform,s.patel,33.61,11.2,0.0,0,0
2026-06-21,ai,claude-3-5-sonnet,ai-apps,j.chen,9.42,0.0,0.0,1181008,284302
2026-06-21,ai,gpt-4o,ai-apps,s.patel,13.45,0.0,0.0,1052280,413418
2026-06-21,ai,gpt-4o-mini,ai-apps,j.chen,3.18,0.0,0.0,238901,213655
2026-06-21,databricks,etl-cluster,data-platform,l.garcia,58.51,0.0,106.4,0,0
2026-06-21,databricks,ml-cluster,ml-platform,m.okafor,78.91,0.0,143.5,0,0
2026-06-21,snowflake,ANALYTICS_WH,analytics,a.sharma,60.18,20.06,0.0,0,0
2026-06-21,snowflake,COMPUTE_WH,analytics,j.chen,105.63,35.21,0.0,0,0
2026-06-21,snowflake,DEV_WH,data-platform,l.garcia,37.79,12.6,0.0,0,0
2026-06-21,snowflake,INGEST_WH,data-platform,m.okafor,32.02,10.67,0.0,0,0
2026-06-22,ai,claude-3-5-sonnet,ai-apps,j.chen,19.73,0.0,0.0,267342,113567
2026-06-22,ai,gpt-4o,ai-apps,l.garcia,32.49,0.0,0.0,1306357,462205
2026-06-22,ai,gpt-4o-mini,ai-apps,s.patel,7.98,0.0,0.0,757919,423405
2026-06-22,databricks,etl-cluster,data-platform,j.chen,113.99,0.0,207.3,0,0
2026-06-22,databricks,ml-cluster,ml-platform,r.kim,182.72,0.0,332.2,0,0
2026-06-22,snowflake,ANALYTICS_WH,analytics,j.chen,140.25,46.75,0.0,0,0
2026-06-22,snowflake,COMPUTE_WH,analytics,l.garcia,220.36,73.45,0.0,0,0
2026-06-22,snowflake,DEV_WH,data-platform,a.sharma,105.17,35.06,0.0,0,0
2026-06-22,snowflake,INGEST_WH,data-platform,s.patel,65.81,21.94,0.0,0,0
2026-06-23,ai,claude-3-5-sonnet,ai-apps,r.kim,23.25,0.0,0.0,1722156,450856
2026-06-23,ai,gpt-4o,ai-apps,r.kim,28.42,0.0,0.0,1986276,118192
2026-06-23,ai,gpt-4o-mini,ai-apps,a.sharma,7.03,0.0,0.0,1133945,261295
2026-06-23,databricks,etl-cluster,data-platform,j.chen,107.7,0.0,195.8,0,0
2026-06-23,databricks,ml-cluster,ml-platform,a.sharma,160.69,0.0,292.2,0,0
2026-06-23,snowflake,ANALYTICS_WH,analytics,j.chen,149.51,49.84,0.0,0,0
2026-06-23,snowflake,COMPUTE_WH,analytics,r.kim,229.28,76.43,0.0,0,0
2026-06-23,snowflake,DEV_WH,data-platform,s.patel,106.11,35.37,0.0,0,0
2026-06-23,snowflake,INGEST_WH,data-platform,s.patel,74.85,24.95,0.0,0,0
2026-06-24,ai,claude-3-5-sonnet,ai-apps,m.okafor,20.75,0.0,0.0,1278889,373967
2026-06-24,ai,gpt-4o,ai-apps,a.sharma,33.85,0.0,0.0,1805440,118977
2026-06-24,ai,gpt-4o-mini,ai-apps,r.kim,7.68,0.0,0.0,704915,189645
2026-06-24,databricks,etl-cluster,data-platform,j.chen,103.86,0.0,188.8,0,0
2026-06-24,databricks,ml-cluster,ml-platform,a.sharma,151.64,0.0,275.7,0,0
2026-06-24,snowflake,ANALYTICS_WH,analytics,m.okafor,138.11,46.04,0.0,0,0
2026-06-24,snowflake,COMPUTE_WH,analytics,j.chen,221.17,73.72,0.0,0,0
2026-06-24,snowflake,DEV_WH,data-platform,m.okafor,109.46,36.49,0.0,0,0
2026-06-24,snowflake,INGEST_WH,data-platform,m.okafor,75.04,25.01,0.0,0,0
2026-06-25,ai,claude-3-5-sonnet,ai-apps,s.patel,20.12,0.0,0.0,1755765,411856
2026-06-25,ai,gpt-4o,ai-apps,r.kim,30.59,0.0,0.0,1449672,394784
2026-06-25,ai,gpt-4o-mini,ai-apps,a.sharma,7.47,0.0,0.0,1530171,421679
2026-06-25,databricks,etl-cluster,data-platform,a.sharma,112.71,0.0,204.9,0,0
2026-06-25,databricks,ml-cluster,ml-platform,l.garcia,144.88,0.0,263.4,0,0
2026-06-25,snowflake,ANALYTICS_WH,analytics,r.kim,141.56,47.19,0.0,0,0
2026-06-25,snowflake,COMPUTE_WH,analytics,j.chen,226.73,75.58,0.0,0,0
2026-06-25,snowflake,DEV_WH,data-platform,a.sharma,109.19,36.4,0.0,0,0
2026-06-25,snowflake,INGEST_WH,data-platform,r.kim,72.44,24.15,0.0,0,0
2026-06-26,ai,claude-3-5-sonnet,ai-apps,l.garcia,21.36,0.0,0.0,954405,52929
2026-06-26,ai,gpt-4o,ai-apps,s.patel,31.01,0.0,0.0,1713428,97653
2026-06-26,ai,gpt-4o-mini,ai-apps,r.kim,7.88,0.0,0.0,526642,469860
2026-06-26,databricks,etl-cluster,data-platform,j.chen,107.42,0.0,195.3,0,0
2026-06-26,databricks,ml-cluster,ml-platform,s.patel,162.98,0.0,296.3,0,0
2026-06-26,snowflake,ANALYTICS_WH,analytics,a.sharma,138.82,46.27,0.0,0,0
2026-06-26,snowflake,COMPUTE_WH,analytics,a.sharma,211.96,70.65,0.0,0,0
2026-06-26,snowflake,DEV_WH,data-platform,s.patel,109.04,36.35,0.0,0,0
2026-06-26,snowflake,INGEST_WH,data-platform,m.okafor,75.52,25.17,0.0,0,0
2026-06-27,ai,claude-3-5-sonnet,ai-apps,s.patel,9.59,0.0,0.0,414009,218382
2026-06-27,ai,gpt-4o,ai-apps,r.kim,13.39,0.0,0.0,1761930,389009
2026-06-27,ai,gpt-4o-mini,ai-apps,a.sharma,3.52,0.0,0.0,1373475,483176
2026-06-27,databricks,etl-cluster,data-platform,m.okafor,50.2,0.0,91.3,0,0
2026-06-27,databricks,ml-cluster,ml-platform,j.chen,76.25,0.0,138.6,0,0
2026-06-27,snowflake,ANALYTICS_WH,analytics,m.okafor,63.66,21.22,0.0,0,0
2026-06-27,snowflake,COMPUTE_WH,analytics,m.okafor,100.0,33.33,0.0,0,0
2026-06-27,snowflake,DEV_WH,data-platform,a.sharma,36.63,12.21,0.0,0,0
2026-06-27,snowflake,INGEST_WH,data-platform,s.patel,34.75,11.58,0.0,0,0
2026-06-28,ai,claude-3-5-sonnet,ai-apps,r.kim,9.75,0.0,0.0,1857746,319351
2026-06-28,ai,gpt-4o,ai-apps,a.sharma,15.78,0.0,0.0,773703,189650
2026-06-28,ai,gpt-4o-mini,ai-apps,a.sharma,3.23,0.0,0.0,1239348,119126
2026-06-28,databricks,etl-cluster,data-platform,a.sharma,48.58,0.0,88.3,0,0
2026-06-28,databricks,ml-cluster,ml-platform,m.okafor,75.3,0.0,136.9,0,0
2026-06-28,snowflake,ANALYTICS_WH,analytics,j.chen,74.43,24.81,0.0,0,0
2026-06-28,snowflake,COMPUTE_WH,analytics,r.kim,92.79,30.93,0.0,0,0
2026-06-28,snowflake,DEV_WH,data-platform,r.kim,38.54,12.85,0.0,0,0
2026-06-28,snowflake,INGEST_WH,data-platform,j.chen,31.86,10.62,0.0,0,0
2026-06-29,ai,claude-3-5-sonnet,ai-apps,r.kim,21.64,0.0,0.0,1087550,131674
2026-06-29,ai,gpt-4o,ai-apps,l.garcia,30.78,0.0,0.0,1775008,406693
2026-06-29,ai,gpt-4o-mini,ai-apps,j.chen,8.28,0.0,0.0,648897,339154
2026-06-29,databricks,etl-cluster,data-platform,l.garcia,118.91,0.0,216.2,0,0
2026-06-29,databricks,ml-cluster,ml-platform,m.okafor,168.69,0.0,306.7,0,0
2026-06-29,snowflake,ANALYTICS_WH,analytics,a.sharma,139.34,46.45,0.0,0,0
2026-06-29,snowflake,COMPUTE_WH,analytics,s.patel,200.29,66.76,0.0,0,0
2026-06-29,snowflake,DEV_WH,data-platform,a.sharma,107.2,35.73,0.0,0,0
2026-06-29,snowflake,INGEST_WH,data-platform,l.garcia,74.18,24.73,0.0,0,0
2026-06-30,ai,claude-3-5-sonnet,ai-apps,j.chen,19.82,0.0,0.0,1643646,310714
2026-06-30,ai,gpt-4o,ai-apps,a.sharma,32.39,0.0,0.0,1641253,456193
2026-06-30,ai,gpt-4o-mini,ai-apps,l.garcia,7.1,0.0,0.0,1309311,400548
2026-06-30,databricks,etl-cluster,data-platform,r.kim,113.87,0.0,207.0,0,0
2026-06-30,databricks,ml-cluster,ml-platform,l.garcia,169.96,0.0,309.0,0,0
2026-06-30,snowflake,ANALYTICS_WH,analytics,a.sharma,135.12,45.04,0.0,0,0
2026-06-30,snowflake,COMPUTE_WH,analytics,s.patel,223.35,74.45,0.0,0,0
2026-06-30,snowflake,DEV_WH,data-platform,a.sharma,103.84,34.61,0.0,0,0
2026-06-30,snowflake,INGEST_WH,data-platform,m.okafor,74.31,24.77,0.0,0,0
2026-07-01,ai,claude-3-5-sonnet,ai-apps,j.chen,20.83,0.0,0.0,1109096,214876
2026-07-01,ai,gpt-4o,ai-apps,a.sharma,29.64,0.0,0.0,950400,321879
2026-07-01,ai,gpt-4o-mini,ai-apps,m.okafor,7.5,0.0,0.0,883035,132312
2026-07-01,databricks,etl-cluster,data-platform,j.chen,122.35,0.0,222.5,0,0
2026-07-01,databricks,ml-cluster,ml-platform,j.chen,174.43,0.0,317.2,0,0
2026-07-01,snowflake,ANALYTICS_WH,analytics,s.patel,154.33,51.44,0.0,0,0
2026-07-01,snowflake,COMPUTE_WH,analytics,l.garcia,234.3,78.1,0.0,0,0
2026-07-01,snowflake,DEV_WH,data-platform,m.okafor,105.7,35.23,0.0,0,0
2026-07-01,snowflake,INGEST_WH,data-platform,r.kim,85.99,28.66,0.0,0,0
2026-07-02,ai,claude-3-5-sonnet,ai-apps,j.chen,21.98,0.0,0.0,1522807,65816
2026-07-02,ai,gpt-4o,ai-apps,l.garcia,32.54,0.0,0.0,1579310,334812
2026-07-02,ai,gpt-4o-mini,ai-apps,j.chen,8.01,0.0,0.0,1105948,437323
2026-07-02,databricks,etl-cluster,data-platform,s.patel,133.74,0.0,243.2,0,0
2026-07-02,databricks,ml-cluster,ml-platform,j.chen,183.12,0.0,332.9,0,0
2026-07-02,snowflake,ANALYTICS_WH,analytics,l.garcia,164.86,54.95,0.0,0,0
2026-07-02,snowflake,COMPUTE_WH,analytics,l.garcia,231.03,77.01,0.0,0,0
2026-07-02,snowflake,DEV_WH,data-platform,m.okafor,108.7,36.23,0.0,0,0
2026-07-02,snowflake,INGEST_WH,data-platform,r.kim,87.23,29.08,0.0,0,0
2026-07-03,ai,claude-3-5-sonnet,ai-apps,l.garcia,21.54,0.0,0.0,362189,164022
2026-07-03,ai,gpt-4o,ai-apps,m.okafor,36.14,0.0,0.0,1608723,498496
2026-07-03,ai,gpt-4o-mini,ai-apps,a.sharma,7.09,0.0,0.0,371088,284246
2026-07-03,databricks,etl-cluster,data-platform,r.kim,120.58,0.0,219.2,0,0
2026-07-03,databricks,ml-cluster,ml-platform,r.kim,172.87,0.0,314.3,0,0
2026-07-03,snowflake,ANALYTICS_WH,analytics,s.patel,159.82,53.27,0.0,0,0
2026-07-03,snowflake,COMPUTE_WH,analytics,r.kim,236.76,78.92,0.0,0,0
2026-07-03,snowflake,DEV_WH,data-platform,a.sharma,102.86,34.29,0.0,0,0
2026-07-03,snowflake,INGEST_WH,data-platform,s.patel,87.64,29.21,0.0,0,0
2026-07-04,ai,claude-3-5-sonnet,ai-apps,l.garcia,8.96,0.0,0.0,357876,269687
2026-07-04,ai,gpt-4o,ai-apps,s.patel,13.79,0.0,0.0,1721079,103880
2026-07-04,ai,gpt-4o-mini,ai-apps,s.patel,3.47,0.0,0.0,1858922,398444
2026-07-04,databricks,etl-cluster,data-platform,l.garcia,53.55,0.0,97.4,0,0
2026-07-04,databricks,ml-cluster,ml-platform,j.chen,84.47,0.0,153.6,0,0
2026-07-04,snowflake,ANALYTICS_WH,analytics,a.sharma,70.58,23.53,0.0,0,0
2026-07-04,snowflake,COMPUTE_WH,analytics,s.patel,97.77,32.59,0.0,0,0
2026-07-04,snowflake,DEV_WH,data-platform,l.garcia,37.4,12.47,0.0,0,0
2026-07-04,snowflake,INGEST_WH,data-platform,s.patel,29.41,9.8,0.0,0,0
2026-07-05,ai,claude-3-5-sonnet,ai-apps,m.okafor,10.78,0.0,0.0,516799,298846
2026-07-05,ai,gpt-4o,ai-apps,s.patel,15.16,0.0,0.0,988227,381871
2026-07-05,ai,gpt-4o-mini,ai-apps,m.okafor,3.14,0.0,0.0,1604542,325704
2026-07-05,databricks,etl-cluster,data-platform,j.chen,51.79,0.0,94.2,0,0
2026-07-05,databricks,ml-cluster,ml-platform,a.sharma,78.77,0.0,143.2,0,0
2026-07-05,snowflake,ANALYTICS_WH,analytics,m.okafor,66.92,22.31,0.0,0,0
2026-07-05,snowflake,COMPUTE_WH,analytics,l.garcia,106.72,35.57,0.0,0,0
2026-07-05,snowflake,DEV_WH,data-platform,j.chen,36.53,12.18,0.0,0,0
2026-07-05,snowflake,INGEST_WH,data-platform,s.patel,34.58,11.53,0.0,0,0
2026-07-06,ai,claude-3-5-sonnet,ai-apps,l.garcia,22.91,0.0,0.0,1685719,244085
2026-07-06,ai,gpt-4o,ai-apps,s.patel,29.84,0.0,0.0,1180118,55536
2026-07-06,ai,gpt-4o-mini,ai-apps,j.chen,6.4,0.0,0.0,767701,249041
2026-07-06,databricks,etl-cluster,data-platform,r.kim,110.72,0.0,201.3,0,0
2026-07-06,databricks,ml-cluster,ml-platform,m.okafor,145.34,0.0,264.3,0,0
2026-07-06,snowflake,ANALYTICS_WH,analytics,a.sharma,152.89,50.96,0.0,0,0
2026-07-06,snowflake,COMPUTE_WH,analytics,m.okafor,218.45,72.82,0.0,0,0
2026-07-06,snowflake,DEV_WH,data-platform,j.chen,107.38,35.79,0.0,0,0
2026-07-06,snowflake,INGEST_WH,data-platform,l.garcia,76.86,25.62,0.0,0,0
2026-07-07,ai,claude-3-5-sonnet,ai-apps,r.kim,21.92,0.0,0.0,642649,158372
2026-07-07,ai,gpt-4o,ai-apps,s.patel,30.93,0.0,0.0,362793,356327
2026-07-07,ai,gpt-4o-mini,ai-apps,r.kim,7.0,0.0,0.0,1598182,413757
2026-07-07,databricks,etl-cluster,data-platform,l.garcia,108.93,0.0,198.0,0,0
2026-07-07,databricks,ml-cluster,ml-platform,r.kim,172.16,0.0,313.0,0,0
2026-07-07,snowflake,ANALYTICS_WH,analytics,r.kim,143.95,47.98,0.0,0,0
2026-07-07,snowflake,COMPUTE_WH,analytics,s.patel,224.06,74.69,0.0,0,0
2026-07-07,snowflake,DEV_WH,data-platform,r.kim,106.32,35.44,0.0,0,0
2026-07-07,snowflake,INGEST_WH,data-platform,m.okafor,66.96,22.32,0.0,0,0
2026-07-08,ai,claude-3-5-sonnet,ai-apps,a.sharma,20.88,0.0,0.0,1589795,430757
2026-07-08,ai,gpt-4o,ai-apps,r.kim,29.43,0.0,0.0,1404434,410433
2026-07-08,ai,gpt-4o-mini,ai-apps,l.garcia,7.64,0.0,0.0,1003790,68068
2026-07-08,databricks,etl-cluster,data-platform,s.patel,103.38,0.0,188.0,0,0
2026-07-08,databricks,ml-cluster,ml-platform,j.chen,150.51,0.0,273.7,0,0
2026-07-08,snowflake,ANALYTICS_WH,analytics,r.kim,146.03,48.68,0.0,0,0
2026-07-08,snowflake,COMPUTE_WH,analytics,j.chen,213.14,71.05,0.0,0,0
2026-07-08,snowflake,DEV_WH,data-platform,l.garcia,107.96,35.99,0.0,0,0
2026-07-08,snowflake,INGEST_WH,data-platform,a.sharma,72.64,24.21,0.0,0,0
2026-07-09,ai,claude-3-5-sonnet,ai-apps,r.kim,19.48,0.0,0.0,1116764,74525
2026-07-09,ai,gpt-4o,ai-apps,a.sharma,30.02,0.0,0.0,1477828,285148
2026-07-09,ai,gpt-4o-mini,ai-apps,a.sharma,6.64,0.0,0.0,276230,148611
2026-07-09,databricks,etl-cluster,data-platform,l.garcia,108.1,0.0,196.5,0,0
2026-07-09,databricks,ml-cluster,ml-platform,l.garcia,156.4,0.0,284.4,0,0
2026-07-09,snowflake,ANALYTICS_WH,analytics,a.sharma,140.77,46.92,0.0,0,0
2026-07-09,snowflake,COMPUTE_WH,analytics,a.sharma,208.22,69.41,0.0,0,0
2026-07-09,snowflake,DEV_WH,data-platform,s.patel,104.42,34.81,0.0,0,0
2026-07-09,snowflake,INGEST_WH,data-platform,s.patel,79.1,26.37,0.0,0,0
2026-07-10,ai,claude-3-5-sonnet,ai-apps,m.okafor,20.8,0.0,0.0,1240430,291896
2026-07-10,ai,gpt-4o,ai-apps,s.patel,31.35,0.0,0.0,646921,475711
2026-07-10,ai,gpt-4o-mini,ai-apps,l.garcia,6.94,0.0,0.0,996818,473267
2026-07-10,databricks,etl-cluster,data-platform,m.okafor,114.98,0.0,209.1,0,0
2026-07-10,databricks,ml-cluster,ml-platform,r.kim,163.32,0.0,297.0,0,0
2026-07-10,snowflake,ANALYTICS_WH,analytics,m.okafor,149.49,49.83,0.0,0,0
2026-07-10,snowflake,COMPUTE_WH,analytics,r.kim,194.32,64.77,0.0,0,0
2026-07-10,snowflake,DEV_WH,data-platform,s.patel,103.93,34.64,0.0,0,0
2026-07-10,snowflake,INGEST_WH,data-platform,a.sharma,70.82,23.61,0.0,0,0
2026-07-11,ai,claude-3-5-sonnet,ai-apps,m.okafor,9.4,0.0,0.0,1712206,147932
2026-07-11,ai,gpt-4o,ai-apps,m.okafor,14.59,0.0,0.0,1342332,487158
2026-07-11,ai,gpt-4o-mini,ai-apps,s.patel,2.89,0.0,0.0,770673,464205
2026-07-11,databricks,etl-cluster,data-platform,a.sharma,52.75,0.0,95.9,0,0
2026-07-11,databricks,ml-cluster,ml-platform,j.chen,73.09,0.0,132.9,0,0
2026-07-11,snowflake,ANALYTICS_WH,analytics,s.patel,67.38,22.46,0.0,0,0
2026-07-11,snowflake,COMPUTE_WH,analytics,m.okafor,104.09,34.7,0.0,0,0
2026-07-11,snowflake,DEV_WH,data-platform,a.sharma,37.22,12.41,0.0,0,0
2026-07-11,snowflake,INGEST_WH,data-platform,a.sharma,38.09,12.7,0.0,0,0
2026-07-12,ai,claude-3-5-sonnet,ai-apps,s.patel,9.22,0.0,0.0,1326822,286869
2026-07-12,ai,gpt-4o,ai-apps,j.chen,14.01,0.0,0.0,816863,297114
2026-07-12,ai,gpt-4o-mini,ai-apps,m.okafor,3.34,0.0,0.0,1654940,381517
2026-07-12,databricks,etl-cluster,data-platform,l.garcia,51.36,0.0,93.4,0,0
2026-07-12,databricks,ml-cluster,ml-platform,s.patel,77.86,0.0,141.6,0,0
2026-07-12,snowflake,ANALYTICS_WH,analytics,a.sharma,73.67,24.56,0.0,0,0
2026-07-12,snowflake,COMPUTE_WH,analytics,a.sharma,99.96,33.32,0.0,0,0
2026-07-12,snowflake,DEV_WH,data-platform,s.patel,37.43,12.48,0.0,0,0
2026-07-12,snowflake,INGEST_WH,data-platform,j.chen,32.13,10.71,0.0,0,0
2026-07-13,ai,claude-3-5-sonnet,ai-apps,a.sharma,20.88,0.0,0.0,1217531,200358
2026-07-13,ai,gpt-4o,ai-apps,r.kim,31.91,0.0,0.0,1715587,419848
2026-07-13,ai,gpt-4o-mini,ai-apps,l.garcia,6.95,0.0,0.0,765008,79943
2026-07-13,databricks,etl-cluster,data-platform,m.okafor,106.37,0.0,193.4,0,0
2026-07-13,databricks,ml-cluster,ml-platform,m.okafor,171.27,0.0,311.4,0,0
2026-07-13,snowflake,ANALYTICS_WH,analytics,r.kim,141.12,47.04,0.0,0,0
2026-07-13,snowflake,COMPUTE_WH,analytics,a.sharma,219.5,73.17,0.0,0,0
2026-07-13,snowflake,DEV_WH,data-platform,l.garcia,107.11,35.7,0.0,0,0
2026-07-13,snowflake,INGEST_WH,data-platform,j.chen,72.41,24.14,0.0,0,0
2026-07-14,ai,claude-3-5-sonnet,ai-apps,l.garcia,20.53,0.0,0.0,1437797,114826
2026-07-14,ai,gpt-4o,ai-apps,r.kim,35.14,0.0,0.0,1009241,397447
2026-07-14,ai,gpt-4o-mini,ai-apps,l.garcia,6.95,0.0,0.0,1866169,338399
2026-07-14,databricks,etl-cluster,data-platform,s.patel,101.99,0.0,185.4,0,0
2026-07-14,databricks,ml-cluster,ml-platform,s.patel,135.82,0.0,246.9,0,0
2026-07-14,snowflake,ANALYTICS_WH,analytics,l.garcia,124.69,41.56,0.0,0,0
2026-07-14,snowflake,COMPUTE_WH,analytics,l.garcia,213.9,71.3,0.0,0,0
2026-07-14,snowflake,DEV_WH,data-platform,j.chen,108.1,36.03,0.0,0,0
2026-07-14,snowflake,INGEST_WH,data-platform,r.kim,79.15,26.38,0.0,0,0
2026-07-15,ai,claude-3-5-sonnet,ai-apps,m.okafor,20.68,0.0,0.0,791466,86022
2026-07-15,ai,gpt-4o,ai-apps,s.patel,33.14,0.0,0.0,454872,276305
2026-07-15,ai,gpt-4o-mini,ai-apps,a.sharma,7.14,0.0,0.0,980802,265873
2026-07-15,databricks,etl-cluster,data-platform,r.kim,123.06,0.0,223.7,0,0
2026-07-15,databricks,ml-cluster,ml-platform,s.patel,156.4,0.0,284.4,0,0
